Object1,Object2,Dissimdist,Relationship,Traffic
simonprop,nvidia,0.8860947794,,
alphabet,c.saas,0.8861427336,,
philipmorrisint,fedex,0.8861477606,,
kindermorgan,facebook,0.8861655429,,
c.videoondemand,lendingclub,0.8862297622,,
biogen,exelon,0.8862699879,,
visa,c.shalegas,0.8863396758,,
mastercard,c.orphandrug,0.8864355968,,
mondelez,c.electricvehicle,0.8864775082,,
cvs,mobileye,0.8866397016,,
cvs,c.orphandrug,0.8866594294,,
dellemc,c.shalegas,0.8867201739,,
c.streamingmedia,png,0.8868241287,,
metlife,nexteraenergy,0.8868380481,,
c.videoondemand,nike,0.8868789796,,
elilily,c.electricvehicle,0.886890386,,
biogen,c.selfdriving,0.8869491574,,
alphabet,usbancorp,0.8869660979,,
exelon,wellsfargo,0.8871012905,,
philipmorrisint,morganstanley,0.8873106514,,
simonprop,dukeenergy,0.887394528,,
twentycenturyfox,exelon,0.887501489,,
c.streamingmedia,oracle,0.8875120886,,
comcast,c.mbs,0.8876382603,,
philipmorrisint,twentycenturyfox,0.8877070651,,
abbott,c.electricvehicle,0.8877559527,,
priceline,c.shalegas,0.8878160876,,
png,nexteraenergy,0.8878393506,,
exelon,visa,0.8879029898,,
conocophillips,c.orphandrug,0.8879379617,,
philipmorrisint,mobileye,0.8879645408,,
att,mobileye,0.88806002,,
philipmorrisint,att,0.8880629837,,
allergan,unionpacific,0.8881059414,,
abbvie,c.selfdriving,0.8881087677,,
c.videoondemand,johnsonandjohnson,0.8881457859,,
blackrock,boeing,0.8882145924,,
c.videoondemand,morganstanley,0.8882325852,,
abbvie,c.saas,0.8882604707,,
aig,c.electricvehicle,0.8882950795,,
c.videoondemand,occidentalpetrol,0.8883981663,,
target,blackrock,0.8884333482,,
amgen,c.saas,0.8885901118,,
abbvie,c.mbs,0.8887231768,,
conocophillips,c.mbs,0.8887792963,,
visa,c.orphandrug,0.8889492303,,
mobileye,c.machinelearning,0.8890064381,,
c.virtualreality,dukeenergy,0.8890207577,,
ibm,nexteraenergy,0.8890692481,,
simonprop,fordmotor,0.8892042307,,
tesla,usbancorp,0.8892205709,,
dukeenergy,wellsfargo,0.8892641703,,
philipmorrisint,unionpacific,0.8892820457,,
alphabet,exelon,0.8892825139,,
gilead,c.electricvehicle,0.8892937727,,
cisco,exelon,0.8893689803,,
facebook,c.orphandrug,0.889372064,,
simonprop,c.selfdriving,0.8893840868,,
c.streamingmedia,honeywell,0.8894052911,,
alphabet,dukeenergy,0.8895150323,,
honeywell,nexteraenergy,0.8895826133,,
nexteraenergy,generaldynamics,0.889602604,,
priceline,c.orphandrug,0.8896321553,,
c.saas,waltdisney,0.8897084801,,
qualcomm,blackrock,0.8897251873,,
caterpillar,c.machinelearning,0.8897775507,,
usbancorp,c.internetofthings,0.8899416819,,
twentycenturyfox,c.mbs,0.8899737777,,
cisco,dukeenergy,0.8901303819,,
amgen,c.electricvehicle,0.890135384,,
simonprop,usbancorp,0.8901767092,,
priceline,c.electricvehicle,0.8901774871,,
blackrock,twentycenturyfox,0.8902152236,,
apple,c.machinelearning,0.8902563613,,
mobileye,c.mbs,0.8903470933,,
kindermorgan,fordmotor,0.8903941192,,
raytheon,nexteraenergy,0.8904597564,,
alphabet,nvidia,0.8905005602,,
altria,c.orphandrug,0.8905092185,,
homedepot,blackrock,0.8905913706,,
merckandco,c.electricvehicle,0.890816208,,
mastercard,dukeenergy,0.8910195576,,
blackrock,walmart,0.8910249622,,
halliburton,c.orphandrug,0.8911562658,,
c.streamingmedia,c.bailout,0.8912452457,,
danaher,c.shalegas,0.8912784095,,
capitalone,c.orphandrug,0.8913514632,,
c.streamingmedia,boeing,0.8913679248,,
c.electricvehicle,p.hulu,0.8917531471,,
microsoft,nexteraenergy,0.8918439823,,
paypal,blackrock,0.8918964418,,
homedepot,nexteraenergy,0.891940573,,
c.streamingmedia,starbucks,0.8920205363,,
amex,dukeenergy,0.8920613099,,
c.orphandrug,oracle,0.8921125969,,
apple,blackrock,0.8921475184,,
philipmorrisint,bofa,0.8921485434,,
philipmorrisint,cisco,0.8921622654,,
netflix,c.machinelearning,0.8921636881,,
c.videoondemand,merckandco,0.8921684054,,
c.orphandrug,fordmotor,0.8923051981,,
blackrock,p.hulu,0.8926730486,,
exelon,p.hulu,0.8927677522,,
philipmorrisint,netflix,0.8928040079,,
fordmotor,wellsfargo,0.8928351026,,
c.videoondemand,schlumberger,0.8928385339,,
lendingclub,unitedtech,0.8928749985,,
intel,blackrock,0.8929937591,,
c.mbs,walgreens,0.8930992954,,
c.streamingmedia,visa,0.8932071906,,
c.saas,wellsfargo,0.8932124683,,
exelon,waltdisney,0.893224358,,
philipmorrisint,facebook,0.8932307299,,
c.orphandrug,p.hulu,0.8932992293,,
cisco,c.orphandrug,0.8934251524,,
netflix,c.orphandrug,0.893440482,,
comcast,nexteraenergy,0.8935165263,,
kindermorgan,c.electricvehicle,0.8935192937,,
kindermorgan,netflix,0.893569088,,
lendingclub,dukeenergy,0.89357781,,
cocacola,blackrock,0.8937437173,,
mastercard,exelon,0.8938080943,,
paypal,kindermorgan,0.8939119453,,
c.internetofthings,nexteraenergy,0.8940417983,,
c.streamingmedia,dowchemical,0.8941098361,,
kindermorgan,wellsfargo,0.8941654706,,
altria,nexteraenergy,0.8941681262,,
p.uber,dukeenergy,0.8942497501,,
bankofnewyork,c.shalegas,0.894421529,,
dukeenergy,fedex,0.89448222,,
c.streamingmedia,citigroup,0.8944997578,,
blackrock,unitedtech,0.8945037639,,
amgen,blackrock,0.8945284259,,
intel,usbancorp,0.8945398701,,
conocophillips,c.saas,0.8945635423,,
philipmorrisint,celgene,0.8946089906,,
simonprop,mobileye,0.8946339652,,
alphabet,blackrock,0.8946508506,,
paypal,philipmorrisint,0.8946608072,,
amazon,c.machinelearning,0.8947698566,,
c.streamingmedia,walmart,0.8948145904,,
allergan,c.mbs,0.8949079375,,
c.mbs,waltdisney,0.8949102882,,
altria,nvidia,0.894911708,,
simonprop,c.saas,0.8949392394,,
abbott,c.shalegas,0.8949520696,,
p.uber,blackrock,0.8949770019,,
c.electricvehicle,c.machinelearning,0.8950902548,,
tesla,blackrock,0.8951178538,,
biogen,c.shalegas,0.8951638548,,
morganstanley,c.shalegas,0.8951711395,,
bofa,nvidia,0.8951795308,,
blackrock,merckandco,0.8952003101,,
dukeenergy,visa,0.8953190569,,
c.machinelearning,generaldynamics,0.895325521,,
elilily,c.mbs,0.8954122399,,
pepsico,blackrock,0.8954477462,,
unitedhealth,c.electricvehicle,0.8954622435,,
blackrock,mobileye,0.8955875182,,
c.saas,c.shalegas,0.8955992434,,
c.videoondemand,bristolmyerssquibb,0.8956053519,,
twentycenturyfox,c.selfdriving,0.8956111337,,
c.videoondemand,bankofnewyork,0.8956196395,,
altria,c.saas,0.8957198606,,
paypal,c.electricvehicle,0.8958367287,,
lowes,c.orphandrug,0.8958870331,,
simonprop,exelon,0.8958894701,,
waltdisney,c.shalegas,0.8959646715,,
p.uber,c.shalegas,0.8959891121,,
c.electricvehicle,nvidia,0.8960502017,,
philipmorrisint,bankofnewyork,0.896379445,,
philipmorrisint,c.internetofthings,0.8967280096,,
accenture,c.electricvehicle,0.8967606077,,
homedepot,usbancorp,0.8968385108,,
elilily,nexteraenergy,0.8968459644,,
c.streamingmedia,nvidia,0.8968482829,,
kindermorgan,fedex,0.8968588012,,
mcdonalds,c.machinelearning,0.8968766351,,
bristolmyerssquibb,c.electricvehicle,0.8968788779,,
comcast,c.electricvehicle,0.8969815543,,
timewarner,c.shalegas,0.8972054371,,
amgen,usbancorp,0.8972360604,,
c.streamingmedia,dupont,0.8973311771,,
allergan,c.selfdriving,0.8973814809,,
starbucks,c.orphandrug,0.8973875745,,
intel,c.machinelearning,0.8973888564,,
p.uber,c.orphandrug,0.8973926991,,
c.bailout,c.machinelearning,0.89740729,,
homedepot,c.orphandrug,0.8974194578,,
mobileye,c.orphandrug,0.8974625621,,
nexteraenergy,walgreens,0.8974776797,,
exelon,facebook,0.8975973555,,
bofa,c.shalegas,0.8977916727,,
c.streamingmedia,target,0.8978498553,,
blackrock,facebook,0.8978534077,,
cisco,c.shalegas,0.8979083279,,
bofa,nexteraenergy,0.8979721613,,
c.videoondemand,twentycenturyfox,0.8982369761,,
p.uber,unitedtech,0.8982716257,,
danaher,c.orphandrug,0.8983745372,,
c.machinelearning,p.hulu,0.8984701566,,
c.videoondemand,bofa,0.8985100644,,
c.streamingmedia,waltdisney,0.8985156294,,
blackrock,fedex,0.898528804,,
c.streamingmedia,johnsonandjohnson,0.8986184656,,
c.streamingmedia,unitedhealth,0.898744337,,
costco,c.orphandrug,0.8987942214,,
c.streamingmedia,goldmansachs,0.8988906928,,
c.streamingmedia,cocacola,0.8990788679,,
boeing,nexteraenergy,0.89910974,,
lendingclub,exelon,0.8991879664,,
twentycenturyfox,mobileye,0.8991968001,,
nexteraenergy,fedex,0.8992661791,,
cisco,c.machinelearning,0.8992732942,,
lendingclub,nvidia,0.8995506788,,
altria,c.selfdriving,0.8995779736,,
emersonelectric,c.mbs,0.8996016175,,
accenture,c.mbs,0.899657219,,
c.videoondemand,aig,0.8997434796,,
boeing,c.machinelearning,0.899754246,,
c.streamingmedia,homedepot,0.8997909376,,
c.streamingmedia,nike,0.8998205952,,
mobileye,c.shalegas,0.9000123037,,
c.electricvehicle,fedex,0.9000287842,,
fedex,nvidia,0.9000446145,,
c.electricvehicle,morganstanley,0.9000718478,,
c.electricvehicle,oracle,0.9002633901,,
accenture,c.orphandrug,0.9002875449,,
mastercard,c.machinelearning,0.9003262231,,
southernco,blackrock,0.9003301224,,
c.streamingmedia,pfizer,0.9004711655,,
pfizer,nexteraenergy,0.9004890832,,
amex,c.shalegas,0.9005096295,,
medtronic,c.machinelearning,0.9006259303,,
comcast,c.orphandrug,0.9006875351,,
celgene,c.mbs,0.9008411539,,
paypal,c.orphandrug,0.9008932969,,
c.streamingmedia,capitalone,0.9010932006,,
att,nvidia,0.9011568287,,
kindermorgan,mobileye,0.9014130183,,
unitedtech,c.orphandrug,0.9014158751,,
nexteraenergy,fordmotor,0.9015115504,,
c.streamingmedia,priceline,0.9015799655,,
c.streamingmedia,chevron,0.9015819565,,
c.videoondemand,amgen,0.9016732252,,
usbancorp,facebook,0.9017359625,,
abbott,c.videoondemand,0.9019077264,,
c.streamingmedia,generaldynamics,0.9019225222,,
exelon,c.saas,0.9020517818,,
comcast,c.shalegas,0.9020887194,,
lendingclub,c.orphandrug,0.9021015219,,
c.virtualreality,cvs,0.9021229306,,
c.videoondemand,c.shalegas,0.9021521742,,
blackrock,netflix,0.9021676313,,
amex,c.electricvehicle,0.9022624223,,
blackrock,nike,0.902389036,,
allstate,nexteraenergy,0.902420664,,
simonprop,nexteraenergy,0.9024215272,,
c.videoondemand,fordmotor,0.9025228806,,
timewarner,c.electricvehicle,0.9025721583,,
att,nexteraenergy,0.9027412054,,
morganstanley,c.orphandrug,0.9028080095,,
blackrock,walgreens,0.902854229,,
c.streamingmedia,walgreens,0.9028614688,,
c.machinelearning,visa,0.9028752171,,
target,c.machinelearning,0.9030925084,,
paypal,c.shalegas,0.903142623,,
c.virtualreality,wellsfargo,0.9031796738,,
c.orphandrug,nvidia,0.9032285192,,
usbancorp,waltdisney,0.9033048274,,
dukeenergy,c.selfdriving,0.9033376911,,
c.videoondemand,elilily,0.903337727,,
amazon,nexteraenergy,0.9034307181,,
c.electricvehicle,waltdisney,0.9036105399,,
alphabet,c.mbs,0.9038471929,,
gilead,nexteraenergy,0.903895939,,
kindermorgan,unitedtech,0.9039094626,,
mobileye,wellsfargo,0.9040751077,,
blackrock,waltdisney,0.9041375488,,
philipmorrisint,kindermorgan,0.9042540597,,
c.streamingmedia,halliburton,0.9042793657,,
philipmorrisint,unitedtech,0.9042954466,,
dukeenergy,mobileye,0.904392246,,
pfizer,c.machinelearning,0.9045394817,,
philipmorrisint,c.mbs,0.9046624851,,
c.streamingmedia,lockheedmartin,0.9047118175,,
lendingclub,c.shalegas,0.9048165434,,
starbucks,blackrock,0.9048532434,,
mondelez,nexteraenergy,0.9050346543,,
c.virtualreality,exelon,0.9050992218,,
c.streamingmedia,pepsico,0.9051434761,,
twentycenturyfox,nvidia,0.905188862,,
nvidia,c.shalegas,0.9052235586,,
bristolmyerssquibb,nexteraenergy,0.9052314689,,
unionpacific,nvidia,0.9053126559,,
c.streamingmedia,unionpacific,0.9053450718,,
gilead,c.videoondemand,0.9053926131,,
oracle,c.shalegas,0.905467894,,
dukeenergy,oracle,0.905577241,,
amex,c.orphandrug,0.9057037576,,
c.videoondemand,exxonmobil,0.9057775882,,
png,c.machinelearning,0.9058213347,,
c.electricvehicle,c.orphandrug,0.9058485659,,
c.streamingmedia,c.shalegas,0.905894006,,
c.mbs,nvidia,0.9060687142,,
blackrock,unionpacific,0.906114076,,
simonprop,c.orphandrug,0.906116756,,
kindermorgan,oracle,0.906156594,,
c.streamingmedia,merckandco,0.9066412658,,
bankofnewyork,c.orphandrug,0.9066475509,,
c.streamingmedia,accenture,0.9067817492,,
unionpacific,c.orphandrug,0.9067898756,,
timewarner,c.orphandrug,0.9070927586,,
capitalone,c.machinelearning,0.9072330117,,
att,c.orphandrug,0.9073873965,,
johnsonandjohnson,nexteraenergy,0.9074134566,,
lendingclub,c.electricvehicle,0.9075337001,,
bankofnewyork,nvidia,0.9076483652,,
bofa,c.orphandrug,0.9076836405,,
c.videoondemand,mondelez,0.907771926,,
philipmorrisint,lendingclub,0.9079845257,,
c.mbs,fedex,0.9080774398,,
abbott,nexteraenergy,0.9080904582,,
bofa,c.electricvehicle,0.9081410644,,
southernco,c.mbs,0.9081481809,,
philipmorrisint,oracle,0.9082684282,,
c.videoondemand,colgate-palmolive,0.908276706,,
allergan,c.shalegas,0.9083121585,,
celgene,c.selfdriving,0.908476888,,
medtronic,nexteraenergy,0.9085177773,,
goldmansachs,nexteraenergy,0.9085252877,,
accenture,c.shalegas,0.9088691638,,
c.streamingmedia,allstate,0.9088921403,,
c.orphandrug,waltdisney,0.9089032358,,
c.streamingmedia,costco,0.908954997,,
philipmorrisint,c.electricvehicle,0.9090236908,,
altria,c.shalegas,0.9090268628,,
starbucks,nexteraenergy,0.9090416357,,
c.videoondemand,alphabet,0.9090866202,,
kindermorgan,c.saas,0.909221595,,
c.streamingmedia,jpmchase,0.9092759026,,
costco,nexteraenergy,0.9093676168,,
dupont,c.machinelearning,0.9093683227,,
c.videoondemand,c.orphandrug,0.9096299799,,
lockheedmartin,c.machinelearning,0.9098045164,,
c.virtualreality,blackrock,0.9098502463,,
altria,c.mbs,0.9099576896,,
lockheedmartin,nexteraenergy,0.910038521,,
c.videoondemand,wellsfargo,0.9101173125,,
timewarner,c.machinelearning,0.9102196792,,
alphabet,nexteraenergy,0.9102390689,,
c.streamingmedia,lowes,0.910292992,,
merckandco,nexteraenergy,0.9102937948,,
c.streamingmedia,fedex,0.9103075487,,
c.machinelearning,oracle,0.91031423,,
celgene,c.shalegas,0.9103223266,,
nexteraenergy,visa,0.9104160232,,
costco,blackrock,0.9107026126,,
abbvie,c.electricvehicle,0.9107964315,,
c.streamingmedia,occidentalpetrol,0.9108810295,,
honeywell,c.machinelearning,0.9109619457,,
paypal,nexteraenergy,0.911074432,,
exelon,oracle,0.9110964202,,
kindermorgan,nvidia,0.9113521237,,
biogen,c.electricvehicle,0.911363242,,
usbancorp,c.selfdriving,0.9114198524,,
c.streamingmedia,colgate-palmolive,0.911478737,,
philipmorrisint,c.orphandrug,0.9115103128,,
c.streamingmedia,bankofnewyork,0.9115467701,,
danaher,nexteraenergy,0.9116459672,,
priceline,nexteraenergy,0.9116551934,,
accenture,nexteraenergy,0.9118337841,,
usbancorp,fordmotor,0.9118360966,,
c.virtualreality,usbancorp,0.9118604582,,
cvs,nexteraenergy,0.9118672536,,
c.machinelearning,nvidia,0.9118924622,,
exelon,c.selfdriving,0.9120279036,,
unionpacific,c.machinelearning,0.9120697837,,
kindermorgan,c.mbs,0.9122821204,,
c.streamingmedia,att,0.9123449464,,
philipmorrisint,wellsfargo,0.9125045695,,
halliburton,c.machinelearning,0.9125789115,,
c.streamingmedia,amex,0.9126945208,,
cvs,c.selfdriving,0.9127043725,,
c.videoondemand,celgene,0.9127821275,,
dowchemical,c.machinelearning,0.9130287391,,
philipmorrisint,nvidia,0.9130371938,,
unitedhealth,nexteraenergy,0.9131678678,,
c.bailout,nexteraenergy,0.913205015,,
unitedhealth,c.machinelearning,0.9132781495,,
c.streamingmedia,twentycenturyfox,0.9134392617,,
philipmorrisint,dukeenergy,0.9135300371,,
att,blackrock,0.9135901628,,
c.streamingmedia,berkshirehathaway,0.91376267,,
blackrock,nvidia,0.9138180918,,
c.streamingmedia,metlife,0.9143036943,,
johnsonandjohnson,c.machinelearning,0.9143130084,,
aig,nexteraenergy,0.9144228147,,
goldmansachs,c.machinelearning,0.9144514563,,
c.selfdriving,wellsfargo,0.9145065414,,
c.streamingmedia,emersonelectric,0.9146462149,,
pepsico,c.machinelearning,0.9147333519,,
nexteraenergy,wellsfargo,0.9147842569,,
kindermorgan,blackrock,0.9150114535,,
dukeenergy,c.saas,0.9150488804,,
bankofnewyork,c.electricvehicle,0.9152792442,,
twentycenturyfox,c.saas,0.9153892631,,
intel,nexteraenergy,0.9154388298,,
altria,c.electricvehicle,0.9157307348,,
timewarner,nexteraenergy,0.9158859674,,
citigroup,c.machinelearning,0.9160577009,,
c.orphandrug,fedex,0.9162189289,,
philipmorrisint,blackrock,0.9162906837,,
verizon,c.machinelearning,0.9164421396,,
att,c.shalegas,0.9164716513,,
biogen,c.mbs,0.9164852365,,
fedex,c.shalegas,0.9165326223,,
usbancorp,nvidia,0.9165598649,,
c.videoondemand,biogen,0.9167488046,,
philipmorrisint,c.shalegas,0.9167701587,,
c.machinelearning,fordmotor,0.9167938567,,
c.videoondemand,abbvie,0.9168517447,,
usbancorp,exelon,0.9169007281,,
mastercard,nexteraenergy,0.9171366684,,
c.streamingmedia,c.orphandrug,0.9171488673,,
merckandco,c.machinelearning,0.91717892,,
dellemc,nexteraenergy,0.9172342004,,
c.machinelearning,c.shalegas,0.9172739153,,
qualcomm,nexteraenergy,0.9173258119,,
cocacola,c.machinelearning,0.9173522038,,
c.streamingmedia,exxonmobil,0.9175271587,,
nexteraenergy,p.hulu,0.9175826197,,
celgene,blackrock,0.9178010437,,
morganstanley,nexteraenergy,0.918039717,,
philipmorrisint,exelon,0.9183506951,,
alphabet,c.orphandrug,0.9187586281,,
nexteraenergy,nike,0.9190664745,,
att,c.electricvehicle,0.919153733,,
c.virtualreality,nexteraenergy,0.919168374,,
allstate,c.machinelearning,0.9191884935,,
simonprop,c.shalegas,0.9192715995,,
nexteraenergy,c.selfdriving,0.9194965551,,
c.streamingmedia,amgen,0.9195304803,,
abbvie,nexteraenergy,0.9195675867,,
nexteraenergy,facebook,0.9197811938,,
twentycenturyfox,c.orphandrug,0.9199607514,,
c.videoondemand,cvs,0.9201913846,,
exelon,nvidia,0.9205437701,,
c.machinelearning,walmart,0.920685424,,
c.videoondemand,blackrock,0.9206942801,,
c.machinelearning,nike,0.9207690813,,
allergan,c.electricvehicle,0.9207988892,,
starbucks,c.machinelearning,0.9208359238,,
c.streamingmedia,danaher,0.9209156321,,
c.streamingmedia,lendingclub,0.920949475,,
dukeenergy,usbancorp,0.9210047903,,
nexteraenergy,waltdisney,0.9211201082,,
dukeenergy,nvidia,0.9211944857,,
philipmorrisint,c.saas,0.9215706855,,
p.uber,c.machinelearning,0.921722811,,
c.videoondemand,conocophillips,0.9219346725,,
kindermorgan,c.orphandrug,0.9220581281,,
chevron,c.machinelearning,0.9224438564,,
c.machinelearning,c.orphandrug,0.9224610174,,
c.streamingmedia,aig,0.9225322222,,
c.streamingmedia,elilily,0.9226760705,,
blackrock,c.selfdriving,0.9226873271,,
capitalone,nexteraenergy,0.9227694676,,
c.orphandrug,wellsfargo,0.9229868453,,
cvs,c.electricvehicle,0.9230971405,,
blackrock,fordmotor,0.923126789,,
c.videoondemand,exelon,0.9231322869,,
amex,nexteraenergy,0.9233870498,,
cvs,c.mbs,0.9234220738,,
metlife,c.machinelearning,0.9234595278,,
c.videoondemand,simonprop,0.9236220382,,
gilead,c.machinelearning,0.9236449102,,
elilily,c.machinelearning,0.9236706067,,
c.streamingmedia,morganstanley,0.9236730172,,
exelon,c.mbs,0.9236767823,,
c.streamingmedia,gilead,0.9239397434,,
dukeenergy,c.orphandrug,0.9239480549,,
dukeenergy,c.mbs,0.9240108128,,
costco,c.machinelearning,0.9240506816,,
colgate-palmolive,c.machinelearning,0.9241088355,,
celgene,c.electricvehicle,0.9241530573,,
twentycenturyfox,c.electricvehicle,0.9243173844,,
twentycenturyfox,nexteraenergy,0.9245857379,,
c.streamingmedia,southernco,0.9246452158,,
p.uber,nexteraenergy,0.9246453597,,
kindermorgan,usbancorp,0.9246823941,,
netflix,nexteraenergy,0.9246984364,,
paypal,c.machinelearning,0.9250404285,,
cisco,nexteraenergy,0.9250993574,,
bankofnewyork,nexteraenergy,0.9253254126,,
c.videoondemand,dukeenergy,0.925328638,,
danaher,c.machinelearning,0.9253579442,,
c.streamingmedia,fordmotor,0.9255545813,,
simonprop,c.electricvehicle,0.9257019504,,
amgen,c.machinelearning,0.9257910692,,
c.videoondemand,allergan,0.925861434,,
comcast,c.machinelearning,0.925896395,,
c.streamingmedia,unitedtech,0.9259173236,,
c.streamingmedia,bristolmyerssquibb,0.9262495652,,
alphabet,c.electricvehicle,0.9263777206,,
c.streamingmedia,alphabet,0.9266871583,,
lowes,c.machinelearning,0.927612644,,
nexteraenergy,oracle,0.9276770941,,
priceline,c.machinelearning,0.9279821506,,
amex,c.machinelearning,0.9280468874,,
alphabet,c.shalegas,0.9282559635,,
